,movie_rated,run_length,genres,release_date,rating
1397,PG-13,1h 32min,Action; Crime; Thriller; ,11 October 2002 (USA),6.8
1398,PG-13,2h 15min,Action; Adventure; Thriller; ,10 August 2012 (USA),6.7
1399,PG-13,2h 22min,Drama; History; Thriller; ,16 October 2015 (USA),7.6
1400,R,2h 33min,Adventure; Drama; War; ,21 August 2009 (USA),8.3
1401,R,2h 49min,Drama; War; ,24 July 1998 (USA),8.6
1402,R,1h 56min,Drama; War; ,10 July 1987 (USA),8.3
1403,R,1h 58min,Drama; Fantasy; War; ,19 January 2007 (USA),8.2
1404,R,2h 27min,Drama; Mystery; War; ,15 August 1979 (USA),8.4
1405,PG,1h 42min,Drama; Romance; War; ,23 January 1943 (USA),8.5
1406,R,2h 14min,Action; Drama; War; ,17 October 2014 (USA),7.6
1407,R,2h 11min,Drama; Thriller; War; ,31 July 2009 (USA),7.6
1408,R,2h 34min,Action; Drama; War; ,5 December 2003 (USA),7.7
1409,R,2h,Drama; War; ,6 February 1987 (USA),8.1
1410,R,1h 47min,Action; Comedy; War; ,13 August 2008 (USA),7.0
1411,R,2h 24min,Drama; History; War; ,18 January 2002 (USA),7.7
1412,R,1h 59min,Drama; War; ,10 January 2020 (USA),8.3
1413,R,3h 3min,Drama; War; ,23 February 1979 (USA),8.1
1414,R,2h 11min,Drama; History; War; ,16 March 2001 (USA),7.6
1415,PG-13,1h 48min,Comedy; Drama; War; ,8 November 2019 (USA),7.9
1416,Not Rated,1h 29min,Animation; Drama; War; ,26 July 1989 (USA),8.5
1417,PG,2h 41min,Adventure; Drama; War; ,14 December 1957 (USA),8.1
1418,Passed,2h 5min,Comedy; Drama; War; ,7 March 1941 (USA),8.4
1419,PG-13,1h 34min,Drama; War; ,26 November 2008 (USA),7.8
1420,R,2h 42min,Drama; Romance; War; ,6 December 1996 (USA),7.4
1421,Approved,1h 28min,Drama; War; ,25 December 1957 (USA),8.4
1422,R,2h 50min,Drama; War; ,15 January 1999 (USA),7.6
1423,R,2h 13min,Drama; Romance; War; ,13 January 1995 (USA),7.6
1424,R,2h 11min,Drama; Mystery; War; ,12 January 2011 (France),8.3
1425,PG-13,1h 48min,Drama; Romance; War; ,5 February 2010 (USA),6.3
1426,R,1h 34min,Comedy; War; ,6 November 2009 (USA),6.2
1427,PG-13,2h 11min,Drama; War; ,27 November 2013 (USA),7.6
1428,R,2h 24min,Action; Drama; War; ,15 January 2016 (USA),7.3
1429,R,2h 42min,Action; Drama; War; ,1 June 1985 (Japan),8.2
1430,Null,2h 15min,Action; Drama; War; ,4 November 2016 (Turkey),8.9
1431,R,2h 25min,Biography; Drama; War; ,5 January 1990 (USA),7.2
1432,GP,2h 52min,Biography; Drama; War; ,2 April 1970 (USA),7.9
1433,PG-13,1h 56min,Action; War; ,21 April 2000 (USA),6.6
1434,R,2h 5min,Action; Drama; War; ,22 August 1997 (USA),5.9
1435,R,2h 25min,Drama; Thriller; War; ,18 May 2007 (USA),7.7
1436,Not Rated,2h 17min,Drama; War; ,16 October 2015 (USA),7.7
1437,R,1h 51min,Drama; History; War; ,17 April 2015 (India),7.0
1438,PG-13,3h 17min,Drama; Romance; War; ,31 December 1965 (USA),8.0
1439,Approved,2h 59min,Drama; War; ,18 December 1961 (Sweden),8.2
1440,R,1h 56min,Comedy; Drama; War; ,18 March 1970 (USA),7.5
1441,Not Rated,2h 30min,Action; Adventure; War; ,22 October 1967 (UK),7.7
1442,R,2h 14min,Action; Drama; War; ,14 June 2002 (USA),6.1
1443,R,1h 46min,Comedy; War; ,26 June 1981 (USA),6.9
1444,Not Rated,2h 32min,Drama; War; ,24 August 1930 (USA),8.0
1445,Approved,2h 50min,Drama; Romance; War; ,29 May 1947 (Mexico),8.0
1446,Not Rated,1h 9min,Comedy; War; ,17 November 1933 (USA),7.8
1447,Not Rated,2h 47min,Comedy; Drama; War; ,20 June 1997 (USA),8.1
1448,Not Rated,1h 57min,Drama; Horror; War; ,19 May 1976 (France),5.9
1449,Not Rated,2h 22min,Drama; War; ,17 October 1985 (Hungary),8.3
1450,R,1h 53min,Drama; History; War; ,11 December 2015 (USA),6.6
1451,Not Rated,2h 1min,Drama; War; ,20 September 1967 (USA),8.1
1452,M/PG,2h 38min,Action; Adventure; War; ,12 March 1969 (USA),7.7
1453,PG,2h 55min,Drama; History; War; ,15 June 1977 (USA),7.4
1454,Not Rated,2h,Comedy; Drama; War; ,10 August 1953 (Brazil),8.0
1455,R,2h 5min,Drama; War; ,15 February 2002 (USA),6.3
1456,Not Rated,2h 7min,Drama; War; ,23 March 2007 (USA),7.5
1457,GP,2h 24min,Adventure; Comedy; War; ,23 June 1970 (USA),7.6
1458,R,1h 38min,Comedy; Drama; War; ,19 September 2001 (France),7.9
1459,R,2h 8min,Drama; Thriller; War; ,7 April 2000 (USA),6.4
1460,R,1h 47min,Drama; War; ,11 June 2015 (Hungary),7.5
1461,PG,2h 9min,Adventure; History; War; ,19 December 1975 (UK),7.8
1462,Passed,1h 58min,Drama; Romance; War; ,28 August 1953 (USA),7.6
1463,Not Rated,2h 18min,Action; Drama; War; ,11 January 2019 (USA),8.3
1464,R,2h 14min,Drama; War; ,17 November 2017 (USA),7.4
1465,R,1h 53min,Crime; Drama; War; ,18 August 1989 (USA),7.1
1466,TV-MA,2h 2min,Comedy; Drama; War; ,26 May 2017 (USA),6.0
1467,R,2h 10min,Drama; War; ,5 December 1986 (USA),6.9
1468,R,1h 41min,Drama; War; ,24 May 2001 (Germany),7.0
1469,R,2h 20min,Action; Drama; War; ,24 September 2004 (USA),8.1
1470,PG,1h 25min,Comedy; War; ,18 July 1975 (Canada),7.7
1471,Not Rated,2h 18min,Drama; History; War; ,17 June 1964 (USA),7.7
1472,PG-13,1h 41min,Action; Adventure; War; ,17 August 2007 (USA),5.4
1473,R,2h 7min,Drama; Romance; War; ,16 February 2012 (Netherlands),4.5
1474,Not Rated,1h 53min,Drama; War; ,12 September 1938 (USA),8.1
1475,PG,2h 42min,Drama; History; War; ,10 October 1980 (USA),8.0
1476,TV-14,2h 4min,Drama; Romance; War; ,10 August 2018 (USA),7.4
1477,PG,1h 58min,Action; Comedy; War; ,14 December 1979 (USA),5.8
1478,R,2h 3min,Drama; Thriller; War; ,20 January 2012 (India),6.1
1479,PG,1h 44min,Drama; War; ,12 February 1988 (USA),8.0
1480,Not Rated,2h 14min,Drama; War; ,21 January 1993 (Germany),7.5
1481,PG,2h 18min,Drama; War; Western; ,7 July 1972 (USA),7.6
1482,PG,1h 56min,Drama; Sport; War; ,31 July 1981 (USA),6.7
1483,Passed,1h 39min,Comedy; War; ,6 March 1942 (USA),8.2
1484,Not Rated,1h 37min,Drama; War; ,28 January 1944 (USA),7.6
1485,PG,4h 31min,Drama; History; War; ,8 October 1993 (USA),7.6
1486,R,1h 59min,Drama; War; ,20 May 1977 (USA),7.5
1487,Not Rated,2h 4min,Drama; War; ,24 June 1954 (USA),7.7
1488,R,1h 46min,Drama; War; ,10 March 2017 (USA),6.6
1489,R,2h 34min,Adventure; Drama; War; ,12 June 2020 (USA),6.6
1490,R,1h 47min,Drama; History; War; ,19 April 2002 (Portugal),7.6
1491,Passed,1h 49min,Thriller; War; ,24 April 1942 (USA),7.2
1492,TV-PG,3h 15min,Drama; History; War; ,21 March 1915 (USA),6.3
1493,PG-13,1h 46min,Drama; History; War; ,24 April 2015 (USA),7.4
1494,R,2h 5min,Comedy; Drama; War; ,3 November 2017 (USA),6.9
1495,R,2h 2min,Comedy; Drama; War; ,24 June 1970 (USA),7.1
1496,R,2h 12min,Action; Drama; War; ,12 August 2005 (USA),6.7
1497,PG-13,1h 30min,Action; Drama; War; ,25 March 2005 (USA),6.7
1498,R,1h 52min,Drama; War; ,28 March 2008 (USA),6.4
1499,PG-13,2h 17min,Drama; History; War; ,9 April 2004 (USA),6.0
